Serial number,Urdu word,Roman Urdu Words,English meaning of the word
3071,بازو,baazuu,arm
3072,تن,tan,"body, person"
3073,خودکش,KHud-kush,"one who kills oneself, suicidal"
3074,راضی,raazii,"satisfied, agreed, agreeable"
3075,شعبوں,sh'bwn,fields
3076,طالبات,taalibaat,"seekers after knowledge, students (female)"
3077,قلب,qalb,the heart
3078,لکھنا,likhnaa,"to write, to enter, register, note"
3079,مجرموں,mjrmwn,Criminals
3080,نشر,nashr,announce
3081,نیت,niyat,"intention, intent, design, purpose, desire, wish, will, motive"
3082,وسنت,vasantii,spring (season)
3083,ہائے,hay'ye,hey
3084,بالوں,baalo.n,hair
3085,بردار,bardaar,"bearer, carrier"
3086,تنخواہ,tanKHvaah,"salary, wages, pay"
3087,رسولوں,rasūlõ,oblique plural of رَسُول (rasūl)
3088,سفارت,sifaarat,"embassy, the job or work of an envoy"
3089,ضابطہ,zaabita,"rule, canon, law, ordinance, regulation"
3090,فرمائے,frmay'ye,Tell me
3091,لگانا,lagaanaa,to take time
3092,لہجے,lahje,"inflection of لَہْجَہ (lahja):, direct plural"
3093,مسیحی,masiihii,Christian calendar (AD)
3095,میڈیکل,medical-ruKHsat,medical
3096,نوازا,nwaza,blessed
3097,چوک,chauk,"chowk, square of a city, crossroads, crossing, main street or central thoroughfare of a city"
3099,گمان,gumaan,"idea, thought, conjecture, surmise, presumption, fancy"
3100,ارتکاب,irtikaab,"commission or perpetration (of a crime, offence, etc.)"
3101,اسٹیشن,polling-station,"station, stop"
3102,انجمن,anjuman,"organisation, association, society, club, coterie, council"
3103,تجھے,tujhe,"for you, thee, you"
3104,تعیین,t'iin,determine
3105,تھوڑا,tho.Daa,"little, scanty, few, meagre, slight"
3106,ذوالفقار,zulfiqaar,the double-aged sword possessed by Prophet Muhammad which he gave to Hazrat Ali
3107,سینکڑوں,sai.nka.Do.n,hundreds
3108,ظنی,zannii,"conjectural, supposed"
3109,فضیلت,faziilat,"eminence, greatness, mastery"
3110,محترمہ,muhtarama,"an epithet similar to ""Ms."""
3111,ٹکڑے,Tuk.De,"piece, morsel, part, bit"
3112,پارلیمانی,paarliimaanii,"parliamentary, democratic"
3113,چھٹی,chhaTii,"leave, absence from work"
3114,کیجئے,kijy'ye,do it
3115,گھریلو,ghareluu,"domestic, home-made, homely, private"
3116,اداکاری,adaakaarii,acting (as profession)
3117,اہلیہ,ahliya,"wife, spouse, female partner"
3118,باندھ,baa.ndh,"embankment, dam"
3119,تشویش,tashviish,"grief, care, anxiety, disquietude, perplexity, distraction, uneasiness"
3120,تواتر,tavaatur,"following, in succession, continuation"
3121,تیرا,teraa,"yours, thy, thine"
3122,سورتوں,swrtwn,Surahs
3123,قبائلی,qbay'li,Tribal
3124,لنکا,lanka,"Sri Lanka, Sri Lanka also mentioned in Ramayan"
3125,متاثرہ,mtathrh,Affected
3126,متحد,muttahid,"united, integrated, allied, combined, undivided, joined"
3127,موصوف,mausuuf,aforementioned
3128,پیچیدہ,pechiida,"twisted, coiled"
3129,کیسا,kaisaa,"how, what sort of"
3130,افسانوں,afsānõ,"oblique plural of اَفْسانَہ (afsāna, “tale; legend”)"
3131,انتشار,intishaar,"confusion, disturbance"
3132,تسلی,tasallii,"contentment, satisfaction, consolation, comfort, solace"
3134,جعفری,jaa'farii,"name of a yellow flower, the yellow flower Linum trigynum"
3135,روش,ravish,"manner, behaviour, habit"
3136,صنعتی,san'atii,"industrial, artistic"
3137,مالکان,malkan,The owners
3138,چھت,chhat,ceiling
3139,کیمپ,kimp,Camp
3140,ادوار,advaar,"periods, ages, times, epochs"
3141,استاذ,astath,Mr.
3142,آرہی,amaddahrhi,coming
3143,بخوبی,ba-KHuubii,"in a good manner, well, properly, duly, thoroughly, completely, in perfection"
3144,رجحانات,ruj.haanaat,"trends, inclinations"
3145,پے,pe-me.n,"in the pursuit of, close behind"
3146,اطراف,atraaf,"sides, directions, around"
3147,اعجاز,e'jaaz,miracle
3148,انتقام,intiqaam,"revenge, vengeance, reprisal, retaliation"
3149,ایام,ayyaam,"days, times, duration, menstruation period, seasons"
3150,جاسوس,jaasuus,"spy, secret agent"
3151,راجہ,rajh,The king
3152,رفت,raft,went affix. going
3153,سچائی,saccāī,truth
3154,سینیٹ,seneT,"one of the two groups of politicians who make laws in some political systems such as in the US, Australia, and France, often having different powers from the other group and different rules for members, for example being elected for a longer period"
3155,لگاتے,lgatye,Put
3156,معاشرت,mu'aasharat,"living and eating together, mixing with, consorting (with), society, social intercourse, intimacy"
3157,معیاری,me'yaarii,"qualitative, standard, of good standard"
3158,ملتان,multaan,"a city of Punjab, Pakistan"
3159,نقد,naqd,"ready money, currency note, cash, prompt payment, wealth, criticism"
3160,نمائندوں,nmay'ndwn,representatives
3161,وفد,vafd,"delegation, deputation, commission, body of delegates, ambassador"
3162,آمریت,āmiriyat,dictatorship
3163,تبلیغ,tabliiG,"causing to arrive, conveying"
3164,جاپان,jaapaan,Japan
3165,حنفی,hanafii,"the true religion, (for hanlfl) the sect of Hanifah, orthodox"
3166,خلق,KHalq,"luck, fortune"
3167,غصہ,Gusse,"anger, rage, fury, temper, ire, wrath"
3168,قوی,quvaa,"capacities, powers, forces, potentialities, the normal functioning of the organs"
3169,لاش,laash,"corpse, dead body, stiff, carcass"
3170,کانگریس,congresi,"congressman, relating to congress"
3171,کیسی,kaisii,"how, what sort of"
3172,گردن,gardan,neck
3173,ہوتیں,hwtin,would have been
3174,اسٹیٹ,estate-agent,estate agent(s)
3175,المبارک,almbark,Mubarak
3176,بندوں,khule-bando.n,"openly, publicly, in broad daylight, fearlessly"
3177,سعد,s'd,Saad
3178,سیلاب,sailaab,"flood, torrent, stream, deluge, inundation"
3179,صوبوں,swbwn,The provinces
3181,قائدین,qay'din,Leaders
3182,معین,mu'iin,"assistant, helper, promoter"
3183,منایا,minhiyya,celebrated
3186,پکڑے,pkrrye,hold on
3187,پہلوؤں,phlww'n,Aspects
3188,گہرے,gahre,deep
3189,گیت,giit,"song, lyric"
3190,اشرافیہ,ashraafiya,aristocracy
3191,آرہا,amaddahrha,coming
3192,دہشتگردی,dahshat-gardii,"an organized system or movement of creating terror in order to achieve some goal(s), terrorism"
3193,راہداری,raah-daarii,"transit duties, tolls, duties"
3194,رک,ruk,stay
3195,رہائی,rhay'i,release
3196,سعی,sa'ii,"attempt, endeavour, effort, exertion, enterprise"
3197,فلسطین,filistiinii,Palestine (the region in Western Asia in the Middle East between the Mediterranean Sea and the Jordan River)
3198,ماننا,maan.naa,"accept, recognise"
3199,نہی,nahy,"prohibition, forbidding, interdiction"
3201,اجتماع,ijtimaa',"act of collecting, collection, accumulation"
3202,انقلابی,inqilaabii,of revolutionist
3203,آتش,aatshii,"fiery, be concerned with fire, fire producer"
3204,اٹھاتے,atthatye,Pick up
3205,بتائے,btay'ye,tell me
3207,دانشور,daanishvar,"intellectual, thinker, scholar"
3208,دائرۂ,day'rh',circle
3209,رئیس,raīs,"nobleman, a rich man, prince"
3210,سپرد,sipurd,"commitment, consignment, delivery"
3211,معقول,maa'quul,"approved by the intellect, perceived by the intellect, intellectual"
3212,منی,minaa,the sacred valley on the outskirts of Makkah where hajis stay for three nights during Hajj and perform sacrifices
3213,موصول,mausuul,joined
3214,ویژن,television-set,vision
3215,کمزوری,kamzorii,"weakness, debility"
3216,ہمدردی,hamdardii,"fellow feeling, sympathy, empathy, condolence"
3217,افضل,afzal,"excellent, most prominent, prime, most rewarding, venerable"
3218,بدلنے,bdlnye,to change
3219,تمہاری,tmhari,yours
3220,ساٹھ,saaTh,sixty
3221,فریضہ,fariiza,"divine precept, commandant or decree"
3222,كیا,kyaa,what all
3223,مرتکب,murtakib,"undertaking, attempting, encountering"
3224,معاونت,mu'aavanat,"aid, assistance, help, succour"
3225,ممبئی,mumbaī,"Mumbai (a megacity, the capital of Maharashtra, India, also known as Bombay)"
3226,نسواں,nisvaa.n,"females, ladies, women"
3227,پسندیدہ,pasandiida,"agreed to, desirable, chosen, favourite, admired, selected, approved, liked, pleasing, laudable"
3228,پٹھان,paThaan,Pathan
3229,کال,kaal,"starvation, famine, dearth"
3230,گری,girii,fallen
3231,گزارنے,gzarnye,to spend
3232,تاخیر,taaKHiir,"delay, lateness, procrastination, retardation"
3233,ترقیاتی,trqiati,developmental
3234,دوم,dom,second
3235,صورتیں,sūratẽ,some people gather or congregate
3236,طبری,tbri,Tabari
3237,عدت,'iddat,"(Sharia) the time of probation which a divorced woman, or a widow, must wait before she can marry again"
3238,لگنے,lgnye,to seem
3239,نکلتا,nikaltaa,"appear, emerge, rise (Sun)"
3240,وکٹ,vikaT,wicket
3241,پار,paara,"portion, bit, piece, slip, scrap"
3242,کارروائیوں,karrway'iwn,Actions
3243,کمانڈر,kmanddr,Commander
3244,اٹھے,atthye,get up
3245,بیسویں,biswin,The twentieth
3246,جوڑ,jo.D,"addition, combination, sum, total, equal, match, pair"
3247,رانا,raanaa,name of a tribe of Rajputs
3248,زاہد,zaahid,"hermit, devotee, abstinent"
3249,زبردست,zabardast,"splendid, marvellous, grand, superb, gorgeous, oppressive, tyrannical, impressive, tyrant, strong, powerful, vigorous, terrific, matchless"
3250,قریشی,quraishii,of the tribe of Quraish
3251,مددگار,madadgaar,"helper, ally, assistant, auxiliary"
3252,مصداق,misdaaq,"proof, evidence, testimony"
3253,مطالبات,mutaalibaat,demands
3254,پرواز,parvaaz,"access, reach, arrogance, pride, departure, flight, flying"
3255,الحمرا,al-hamraa,(lexical) red
3256,انتظامی,intizaamii,"administrative, managerial, managing (committee, etc.)"
3257,خبردار,KHabar-daar,"warning, caution, take care! be careful! be on your guard! watch out! beware!, watchful, careful, cautious, on one's guard, scout, having knowledge, acquainted,"
3258,لاتے,latye,bring
3259,منطقی,mantiqii,"pugilistic, quarrelsome, debater, arguer"
3260,چڑھ,cha.Dh,bugbear
3262,یعقوب,yaa'quub,"Jacob the apostle, the forefather of Israel, Prophet Jacob"
3263,امی,ammii,"mother, mom"
3264,انحراف,inhiraaf,disobedience
3265,آجائے,amaddahjay'ye,come
3267,بیدار,bedaar,"awake, attentive, vigilant, conscious, watchful, alert"
3268,تضاد,tazaad,"to be against one another, to be opposed to each other, contrariety"
3269,جہانگیر,jahaa.ngiirii,"world conquest, concerning to the Mogul emperor Jahangir"
3270,خطرات,KHatraat,dangers
3271,سرپرستی,sarparastii,"guardianship, mentor-ship, patronage"
3272,عبرت,'ibrat,"peace of advice, counsel, lesson"
3274,فنون,funuun,arts
3275,نظروں,nazro.n,"look, glance, the appearance of someone or something especially as expressing a particular quality"
3276,اساس,asaas,"base, foundation, ground"
3277,اسمٰعیل,asma'il,Ishmael
3278,جامعات,jam'at,Universities
3279,خصوصیت,KHusuusiyat,"property, attribute, distinctive feature, singularity, peculiarity, particularity"
3280,ذلت,zillat,"disgrace, insult, indignity, humiliation, dishonour"
3281,سمجھیں,smjhin,understand
3282,شخصی,shaKHsii,"personal, private, individual"
3283,طباعت,tabaa'at,printing
3284,لڑکا,la.Dkaa,"male child, son"
3285,مایوسی,maayuusii,"disappointment, hopelessness, despair"
3286,مرے,mire,mine
3287,مصطفیٰ,mustafaa,"chosen, select, a title of Prophet Mohammad"
3288,ممبر,mmbr,Member
3289,منکر,munkir,"one who denies, denier"
3290,ٹھوس,Thos,"solid, compact, firm, hard, dense"
3291,پریشانی,pareshaanii,"distress, confusion, trouble, distress, bewilderment, anxiety"
3292,کلی,kalii,bud
3293,گنجائش,gnjay'sh,capacity
3294,یکم,yakum,"first day of a month, one"
3295,اقتباس,iqtibaas,"extraction, deriving, obtaining"
3296,بهی,bhi,Behi
3297,تصادم,tasaadum,"dashing one against another, collision, quarrel, encounter"
3298,دارانہ,'izzat-daaraana,respectable
3299,دستخط,dastKHat,signature
3300,رضوی,rdwi,Razavi
3303,زخمیوں,zkhmiwn,The wounded
3304,لطیف,latiif,"delicate, pure, refined, exquisite, clean, flawless, faultless"
3305,مدرسہ,madrasa,"madrasa, school, college, academy, educational institute, particularly muslim schools where religious instructions are given"
3307,نریندر,narendr,"king, ruler, the doctor who know the treatment of poison"
3308,نشستوں,nshstwn,The seats
3309,نوکری,naukarii,"employment, service, employment, wage-work, job, post"
3310,کشمکش,kashmakash,"pulling backwards and forwards, or to and from"
3311,اربوں,arbwn,billions
3312,ب,ba,"with, for, from, by, to"
3313,برباد,barbaad,"ruined, wasted, misapplied, squandered"
3314,بہادر,bahaadur,"brave, bold, courageous, valiant, fearless, high-spirited, hero"
3315,توضیح,tauziih,"explanation, annotation, exegesis, illustration, clarification, elucidation, corollary"
3316,حنیف,haniif,one professing the religion of Abraham an orthodox Musulman
3317,حکومتیں,hkwmtin,Governments
3318,دراز,daraaz,"extended, tall, lengthy"
3319,زبیر,zbir,Zubair
3320,سنجیدگی,sanjiidagii,"solemnity, seriousness, considerateness"
3321,سیل,sail,"a flow of water, flood, a current"
3322,لعنت,laa'nat,"curse, anathema, imprecation, reproach, reproof, rebuke"
3323,محرم,mahram,"(Literary) to be forbidden, to be sacred, forbidden, prohibited"
3324,مربوط,marbuut,"bound, fastened together, consistent, correlated, concordant"
3325,مزاحمت,muzaahamat,"preventing from taking effect, disturbing, hindrance, prevention, impediment, molestation, obstacle, opposition"
3326,موسی,muusaa,a razor
3327,ناراض,naaraaz,"unwilling, displeased, offended, angry"
3328,گھنٹوں,ghanTo.n,hours
3329,ہموار,hamvaar,smooth-footed man
3330,اتباع,atbaa',"followers, dependants"
3331,اجر,ajr,"earning, meed, payment, wage, salary"
3332,احتیاط,ehtiyaat,"firmness, stability"
3333,آگاہی,amaddahgahi,Awareness
3334,باد,baad,"breeze, air, wind, gale"
3335,بتانے,btanye,to tell
3336,بٹ,baT,"division, partition, portion, share, lot"
3337,بٹن,biTan,button
3338,بھیجے,bheje,"send, deliver"
3339,بیماریوں,bimariwn,Diseases
3340,حالاں,halan,Now
3341,دھماکوں,dhmakwn,Explosions
3342,عبرانی,'ibraanii,"Hebrew language and script, one of the oldest language of Syria"
3343,غصے,Gusse,"anger, rage"
3344,مائل,may'l,inclination
3345,نعیم,na'iim,"one of the seven sections of paradise, benefits, good, pleasure, luxury"
3347,بننا,binnaa,"be cleaned, be picked"
3348,بنیں,bnin,be
3349,حرارت,haraarat,"warmth, heat"
3350,راشد,raashid,"taking or following a right way or course, holding a right belief, orthodox"
3351,صریح,sariih,"apparent, clear, evident"
3352,لب,lab,"edge, margin, brim, shore, bank, lip, saliva, moustache wholly or partially covering the upper lip"
3353,مادہ,maada,female
3354,مناظر,manaazir,"scenes, views"
3355,منطق,mantiq,"articulation, discourse"
3356,موڑ,mo.D,"bend, turn, twist, sprain"
3357,چور,chor,"thief, pilferer"
3358,کالے,kaale,"black, dark"
3359,کھیلوں,khilwn,Sports
3360,بہر,bahr,"in any, by every, to every (way, mean, etc.)"
3361,تابع,taabe',"obedient, subservient, subordinate, attendant, subject to, dependent upon, loyal, submissive, amenable"
3362,جلسہ,jalsa,a sitting
3363,داغ,daaG,A wound that has not completely healed is a sign that the wound has healed
